Source,Year,Series,Target,Value
Republic of Moldova,2010,Major trading partner 3 (% of imports),Russian Federation,15.2
Republic of Moldova,2015,Major trading partner 3 (% of imports),Russian Federation,13.4
Republic of Moldova,2020,Major trading partner 3 (% of imports),Russian Federation,11.1
Romania,2010,Major trading partner 1 (% of exports),Germany,18.1
Romania,2015,Major trading partner 1 (% of exports),Germany,19.8
Romania,2020,Major trading partner 1 (% of exports),Germany,22.8
Romania,2010,Major trading partner 1 (% of imports),Germany,16.7
Romania,2015,Major trading partner 1 (% of imports),Germany,19.8
Romania,2020,Major trading partner 1 (% of imports),Germany,20.8
Romania,2010,Major trading partner 2 (% of exports),Italy,13.8
Romania,2015,Major trading partner 2 (% of exports),Italy,12.4
Romania,2020,Major trading partner 2 (% of exports),Italy,10.7
Romania,2010,Major trading partner 2 (% of imports),Italy,11.6
Romania,2015,Major trading partner 2 (% of imports),Italy,10.9
Romania,2020,Major trading partner 2 (% of imports),Italy,8.9
Romania,2010,Major trading partner 3 (% of exports),France,8.3
Romania,2015,Major trading partner 3 (% of exports),France,6.8
Romania,2020,Major trading partner 3 (% of exports),France,6.7
Romania,2010,Major trading partner 3 (% of imports),Hungary,8.7
Romania,2015,Major trading partner 3 (% of imports),Hungary,7.9
Romania,2020,Major trading partner 3 (% of imports),Hungary,7.3
Russian Federation,2010,Major trading partner 1 (% of exports),China,5
Russian Federation,2015,Major trading partner 1 (% of exports),China,8.3
Russian Federation,2020,Major trading partner 1 (% of exports),China,13.4
Russian Federation,2010,Major trading partner 1 (% of imports),China,17
Russian Federation,2015,Major trading partner 1 (% of imports),China,19.3
Russian Federation,2020,Major trading partner 1 (% of imports),China,21.9
Russian Federation,2010,Major trading partner 2 (% of exports),Netherlands,13.4
Russian Federation,2015,Major trading partner 2 (% of exports),Netherlands,12.3
Russian Federation,2020,Major trading partner 2 (% of exports),Netherlands,10.5
Russian Federation,2010,Major trading partner 2 (% of imports),Germany,11.6
Russian Federation,2015,Major trading partner 2 (% of imports),Germany,10.5
Russian Federation,2020,Major trading partner 2 (% of imports),Germany,10.2
Russian Federation,2010,Major trading partner 3 (% of exports),Germany,4
Russian Federation,2015,Major trading partner 3 (% of exports),Germany,4.6
Russian Federation,2020,Major trading partner 3 (% of exports),Germany,6.6
Russian Federation,2010,Major trading partner 3 (% of imports),Belarus,4.3
Russian Federation,2015,Major trading partner 3 (% of imports),Belarus,4.4
Russian Federation,2020,Major trading partner 3 (% of imports),Belarus,5.5
Rwanda,2010,Major trading partner 1 (% of exports),Dem. Rep. of Congo,7.5
Rwanda,2015,Major trading partner 1 (% of exports),Dem. Rep. of Congo,32.6
Rwanda,2020,Major trading partner 1 (% of exports),Dem. Rep. of Congo,32.1
Rwanda,2010,Major trading partner 1 (% of imports),China,15
Rwanda,2015,Major trading partner 1 (% of imports),China,16.8
Rwanda,2020,Major trading partner 1 (% of imports),China,19.9
Rwanda,2010,Major trading partner 2 (% of exports),United Arab Emirates,0.2
Rwanda,2015,Major trading partner 2 (% of exports),United Arab Emirates,4.7
Rwanda,2020,Major trading partner 2 (% of exports),United Arab Emirates,29.6
Rwanda,2010,Major trading partner 2 (% of imports),India,5.5
Rwanda,2015,Major trading partner 2 (% of imports),India,12.2
Rwanda,2020,Major trading partner 2 (% of imports),India,8.8
Rwanda,2010,Major trading partner 3 (% of exports),Uganda,2.9
Rwanda,2015,Major trading partner 3 (% of exports),Uganda,1.7
Rwanda,2020,Major trading partner 3 (% of exports),Uganda,5.3
Rwanda,2010,Major trading partner 3 (% of imports),Kenya,10.1
Rwanda,2015,Major trading partner 3 (% of imports),Kenya,6
Rwanda,2020,Major trading partner 3 (% of imports),Kenya,8.7
Saint Helena,2010,Major trading partner 1 (% of exports),United States,34.5
Saint Helena,2015,Major trading partner 1 (% of exports),United States,37.5
Saint Helena,2020,Major trading partner 1 (% of exports),United States,44
Saint Helena,2010,Major trading partner 1 (% of imports),United Kingdom,45.9
Saint Helena,2015,Major trading partner 1 (% of imports),United Kingdom,46.4
Saint Helena,2020,Major trading partner 1 (% of imports),United Kingdom,48.7
Saint Helena,2010,Major trading partner 2 (% of exports),Japan,21.7
Saint Helena,2015,Major trading partner 2 (% of exports),Japan,10.8
Saint Helena,2020,Major trading partner 2 (% of exports),Japan,24.9
Saint Helena,2010,Major trading partner 2 (% of imports),South Africa,14.1
Saint Helena,2015,Major trading partner 2 (% of imports),South Africa,20.5
Saint Helena,2020,Major trading partner 2 (% of imports),South Africa,13.1
Saint Helena,2010,Major trading partner 3 (% of exports),United Kingdom,1.2
Saint Helena,2015,Major trading partner 3 (% of exports),United Kingdom,1.9
Saint Helena,2020,Major trading partner 3 (% of exports),United Kingdom,9.7
Saint Helena,2020,Major trading partner 3 (% of imports),Turkey,9.7
Saint Kitts and Nevis,2010,Major trading partner 1 (% of exports),United States,74.2
Saint Kitts and Nevis,2015,Major trading partner 1 (% of exports),United States,65.9
Saint Kitts and Nevis,2020,Major trading partner 1 (% of exports),United States,75.7
Saint Kitts and Nevis,2010,Major trading partner 1 (% of imports),United States,68
Saint Kitts and Nevis,2015,Major trading partner 1 (% of imports),United States,60
Saint Kitts and Nevis,2020,Major trading partner 1 (% of imports),United States,47.1
Saint Kitts and Nevis,2010,Major trading partner 2 (% of exports),Germany,0.1
Saint Kitts and Nevis,2015,Major trading partner 2 (% of exports),Germany,0.3
Saint Kitts and Nevis,2020,Major trading partner 2 (% of exports),Germany,5.8
Saint Kitts and Nevis,2010,Major trading partner 2 (% of imports),Republic of Korea,0.4
Saint Kitts and Nevis,2015,Major trading partner 2 (% of imports),Republic of Korea,1.1
Saint Kitts and Nevis,2020,Major trading partner 2 (% of imports),Republic of Korea,11.5
Saint Kitts and Nevis,2020,Major trading partner 3 (% of exports),Turkey,2.9
Saint Kitts and Nevis,2010,Major trading partner 3 (% of imports),Peru,0.2
Saint Kitts and Nevis,2015,Major trading partner 3 (% of imports),Peru,0.5
Saint Kitts and Nevis,2020,Major trading partner 3 (% of imports),Peru,5.1
Saint Lucia,2010,Major trading partner 1 (% of exports),United States,57.8
Saint Lucia,2015,Major trading partner 1 (% of exports),United States,47.5
Saint Lucia,2020,Major trading partner 1 (% of exports),United States,33.9
Saint Lucia,2010,Major trading partner 1 (% of imports),United States,42
Saint Lucia,2015,Major trading partner 1 (% of imports),United States,44.4
Saint Lucia,2020,Major trading partner 1 (% of imports),United States,42.7
Saint Lucia,2010,Major trading partner 2 (% of exports),Barbados,5.1
Saint Lucia,2015,Major trading partner 2 (% of exports),Barbados,3.6
Saint Lucia,2020,Major trading partner 2 (% of exports),Barbados,10.7
Saint Lucia,2010,Major trading partner 2 (% of imports),Trinidad and Tobago,21
Saint Lucia,2015,Major trading partner 2 (% of imports),Trinidad and Tobago,19.7
Saint Lucia,2020,Major trading partner 2 (% of imports),Trinidad and Tobago,16
Saint Lucia,2010,Major trading partner 3 (% of exports),Trinidad and Tobago,19.1
Saint Lucia,2015,Major trading partner 3 (% of exports),Trinidad and Tobago,7.6
Saint Lucia,2020,Major trading partner 3 (% of exports),Trinidad and Tobago,8.3
Saint Lucia,2010,Major trading partner 3 (% of imports),China,1.8
Saint Lucia,2015,Major trading partner 3 (% of imports),China,1.9
Saint Lucia,2020,Major trading partner 3 (% of imports),China,5.4
Saint Pierre and Miquelon,2010,Major trading partner 1 (% of exports),Canada,21.4
Saint Pierre and Miquelon,2015,Major trading partner 1 (% of exports),Canada,49.2
Saint Pierre and Miquelon,2020,Major trading partner 1 (% of exports),Canada,61.3
Saint Pierre and Miquelon,2010,Major trading partner 1 (% of imports),France,62.5
Saint Pierre and Miquelon,2015,Major trading partner 1 (% of imports),France,63
Saint Pierre and Miquelon,2020,Major trading partner 1 (% of imports),France,76.2
Saint Pierre and Miquelon,2010,Major trading partner 2 (% of exports),France,14.6
Saint Pierre and Miquelon,2015,Major trading partner 2 (% of exports),France,20.7
Saint Pierre and Miquelon,2020,Major trading partner 2 (% of exports),France,20.6
Saint Pierre and Miquelon,2010,Major trading partner 2 (% of imports),Canada,33.1
Saint Pierre and Miquelon,2015,Major trading partner 2 (% of imports),Canada,30.7
Saint Pierre and Miquelon,2020,Major trading partner 2 (% of imports),Canada,18
Saint Pierre and Miquelon,2010,Major trading partner 3 (% of exports),Ireland,0
Saint Pierre and Miquelon,2020,Major trading partner 3 (% of exports),Ireland,6.3
Saint Pierre and Miquelon,2010,Major trading partner 3 (% of imports),Netherlands,0.8
Saint Pierre and Miquelon,2015,Major trading partner 3 (% of imports),Netherlands,1.5
Saint Pierre and Miquelon,2020,Major trading partner 3 (% of imports),Netherlands,1.9
Saint Vincent & Grenadines,2010,Major trading partner 1 (% of exports),Barbados,11.3
Saint Vincent & Grenadines,2015,Major trading partner 1 (% of exports),Barbados,16.5
Saint Vincent & Grenadines,2020,Major trading partner 1 (% of exports),Barbados,18.2
Saint Vincent & Grenadines,2010,Major trading partner 1 (% of imports),United States,33
Saint Vincent & Grenadines,2015,Major trading partner 1 (% of imports),United States,38
Saint Vincent & Grenadines,2020,Major trading partner 1 (% of imports),United States,40.7
Saint Vincent & Grenadines,2010,Major trading partner 2 (% of exports),Dominica,6.5
Saint Vincent & Grenadines,2015,Major trading partner 2 (% of exports),Dominica,9
Saint Vincent & Grenadines,2020,Major trading partner 2 (% of exports),Dominica,14.6
Saint Vincent & Grenadines,2010,Major trading partner 2 (% of imports),Trinidad and Tobago,27.1
Saint Vincent & Grenadines,2015,Major trading partner 2 (% of imports),Trinidad and Tobago,17.6
Saint Vincent & Grenadines,2020,Major trading partner 2 (% of imports),Trinidad and Tobago,15.2
Saint Vincent & Grenadines,2010,Major trading partner 3 (% of exports),Saint Lucia,20.6
Saint Vincent & Grenadines,2015,Major trading partner 3 (% of exports),Saint Lucia,16.7
Saint Vincent & Grenadines,2020,Major trading partner 3 (% of exports),Saint Lucia,12.2
Saint Vincent & Grenadines,2010,Major trading partner 3 (% of imports),United Kingdom,5.7
Saint Vincent & Grenadines,2015,Major trading partner 3 (% of imports),United Kingdom,7.1
Saint Vincent & Grenadines,2020,Major trading partner 3 (% of imports),United Kingdom,6.8
Samoa,2010,Major trading partner 1 (% of exports),American Samoa,4.5
Samoa,2015,Major trading partner 1 (% of exports),American Samoa,18.3
Samoa,2020,Major trading partner 1 (% of exports),American Samoa,31.1
Samoa,2010,Major trading partner 1 (% of imports),New Zealand,30.7
Samoa,2015,Major trading partner 1 (% of imports),New Zealand,26
Samoa,2020,Major trading partner 1 (% of imports),New Zealand,26.4
Samoa,2010,Major trading partner 2 (% of exports),New Zealand,9.3
Samoa,2015,Major trading partner 2 (% of exports),New Zealand,15
Samoa,2020,Major trading partner 2 (% of exports),New Zealand,16
Samoa,2010,Major trading partner 2 (% of imports),Singapore,5.9
Samoa,2015,Major trading partner 2 (% of imports),Singapore,15.5
Samoa,2020,Major trading partner 2 (% of imports),Singapore,16.8
Samoa,2010,Major trading partner 3 (% of exports),United States,2.6
Samoa,2015,Major trading partner 3 (% of exports),United States,5.3
Samoa,2020,Major trading partner 3 (% of exports),United States,12.8
Samoa,2010,Major trading partner 3 (% of imports),China,6.1
Samoa,2015,Major trading partner 3 (% of imports),China,14.8
Samoa,2020,Major trading partner 3 (% of imports),China,12.2
Sao Tome and Principe,2010,Major trading partner 1 (% of exports),Areas nes,6
Sao Tome and Principe,2020,Major trading partner 1 (% of exports),Areas nes,90.7
Sao Tome and Principe,2010,Major trading partner 1 (% of imports),Portugal,62.4
Sao Tome and Principe,2015,Major trading partner 1 (% of imports),Portugal,58.6
Sao Tome and Principe,2020,Major trading partner 1 (% of imports),Portugal,48.9
Sao Tome and Principe,2010,Major trading partner 2 (% of exports),Portugal,42.7
Sao Tome and Principe,2015,Major trading partner 2 (% of exports),Portugal,5.1
Sao Tome and Principe,2020,Major trading partner 2 (% of exports),Portugal,1.8
Sao Tome and Principe,2010,Major trading partner 2 (% of imports),Angola,15.6
Sao Tome and Principe,2015,Major trading partner 2 (% of imports),Angola,21
Sao Tome and Principe,2020,Major trading partner 2 (% of imports),Angola,19.7
Sao Tome and Principe,2010,Major trading partner 3 (% of exports),Netherlands,15.9
Sao Tome and Principe,2015,Major trading partner 3 (% of exports),Netherlands,36.1
Sao Tome and Principe,2020,Major trading partner 3 (% of exports),Netherlands,1.7
Sao Tome and Principe,2010,Major trading partner 3 (% of imports),China,2.2
Sao Tome and Principe,2015,Major trading partner 3 (% of imports),China,3.2
Sao Tome and Principe,2020,Major trading partner 3 (% of imports),China,6.1
Saudi Arabia,2010,Major trading partner 1 (% of exports),Areas nes,6.2
Saudi Arabia,2015,Major trading partner 1 (% of exports),Areas nes,5.6
Saudi Arabia,2020,Major trading partner 1 (% of exports),Areas nes,80.4
Saudi Arabia,2010,Major trading partner 1 (% of imports),China,11.9
Saudi Arabia,2015,Major trading partner 1 (% of imports),China,14.1
Saudi Arabia,2020,Major trading partner 1 (% of imports),China,18.8
Saudi Arabia,2010,Major trading partner 2 (% of exports),China,1.4
Saudi Arabia,2015,Major trading partner 2 (% of exports),China,2.8
Saudi Arabia,2020,Major trading partner 2 (% of exports),China,3.7
Saudi Arabia,2010,Major trading partner 2 (% of imports),United States,13.4
Saudi Arabia,2015,Major trading partner 2 (% of imports),United States,13.7
Saudi Arabia,2020,Major trading partner 2 (% of imports),United States,11.8
Saudi Arabia,2010,Major trading partner 3 (% of exports),United Arab Emirates,1.5
Saudi Arabia,2015,Major trading partner 3 (% of exports),United Arab Emirates,3.5
Saudi Arabia,2020,Major trading partner 3 (% of exports),United Arab Emirates,1.7
Saudi Arabia,2010,Major trading partner 3 (% of imports),United Arab Emirates,3.6
Saudi Arabia,2015,Major trading partner 3 (% of imports),United Arab Emirates,5.1
Saudi Arabia,2020,Major trading partner 3 (% of imports),United Arab Emirates,7.2
Senegal,2010,Major trading partner 1 (% of exports),Mali,26.1
Senegal,2015,Major trading partner 1 (% of exports),Mali,17
Senegal,2020,Major trading partner 1 (% of exports),Mali,21
Senegal,2010,Major trading partner 1 (% of imports),France,19.7
Senegal,2015,Major trading partner 1 (% of imports),France,16.4
Senegal,2020,Major trading partner 1 (% of imports),France,15.7
Senegal,2010,Major trading partner 2 (% of exports),Switzerland,7.9
Senegal,2015,Major trading partner 2 (% of exports),Switzerland,8.6
Senegal,2020,Major trading partner 2 (% of exports),Switzerland,12.4
Senegal,2010,Major trading partner 2 (% of imports),China,8.3
Senegal,2015,Major trading partner 2 (% of imports),China,9.7
Senegal,2020,Major trading partner 2 (% of imports),China,9.2
Senegal,2010,Major trading partner 3 (% of exports),India,10
Senegal,2015,Major trading partner 3 (% of exports),India,5.4
Senegal,2020,Major trading partner 3 (% of exports),India,7.6
Senegal,2010,Major trading partner 3 (% of imports),Netherlands,5.3
Senegal,2015,Major trading partner 3 (% of imports),Netherlands,4.1
Senegal,2020,Major trading partner 3 (% of imports),Netherlands,6.2
Serbia,2010,Major trading partner 1 (% of exports),Germany,10.3
Serbia,2015,Major trading partner 1 (% of exports),Germany,12.5
Serbia,2020,Major trading partner 1 (% of exports),Germany,12.9
Serbia,2010,Major trading partner 1 (% of imports),Germany,10.6
Serbia,2015,Major trading partner 1 (% of imports),Germany,12.4
Serbia,2020,Major trading partner 1 (% of imports),Germany,13.6
Serbia,2010,Major trading partner 2 (% of exports),Italy,11.4
Serbia,2015,Major trading partner 2 (% of exports),Italy,16.2
Serbia,2020,Major trading partner 2 (% of exports),Italy,8.4
Serbia,2010,Major trading partner 2 (% of imports),China,7.2
Serbia,2015,Major trading partner 2 (% of imports),China,8.5
Serbia,2020,Major trading partner 2 (% of imports),China,12.5
Serbia,2010,Major trading partner 3 (% of exports),Bosnia Herzegovina,11.1
Serbia,2015,Major trading partner 3 (% of exports),Bosnia Herzegovina,8.8
Serbia,2020,Major trading partner 3 (% of exports),Bosnia Herzegovina,7.1
Serbia,2010,Major trading partner 3 (% of imports),Italy,8.6
Serbia,2015,Major trading partner 3 (% of imports),Italy,10.6
Serbia,2020,Major trading partner 3 (% of imports),Italy,8.4
Seychelles,2010,Major trading partner 1 (% of exports),United Arab Emirates,37.9
Seychelles,2015,Major trading partner 1 (% of exports),United Arab Emirates,30.3
Seychelles,2020,Major trading partner 1 (% of exports),United Arab Emirates,36.7
Seychelles,2010,Major trading partner 1 (% of imports),United Arab Emirates,48
Seychelles,2015,Major trading partner 1 (% of imports),United Arab Emirates,26.1
Seychelles,2020,Major trading partner 1 (% of imports),United Arab Emirates,22.2
Seychelles,2010,Major trading partner 2 (% of exports),United Kingdom,18.6
Seychelles,2015,Major trading partner 2 (% of exports),United Kingdom,17.8
Seychelles,2020,Major trading partner 2 (% of exports),United Kingdom,14.8
Seychelles,2010,Major trading partner 2 (% of imports),Qatar,0
Seychelles,2015,Major trading partner 2 (% of imports),Qatar,0
Seychelles,2020,Major trading partner 2 (% of imports),Qatar,13.9
Seychelles,2020,Major trading partner 3 (% of exports),British Virgin Islands,12.6
Seychelles,2010,Major trading partner 3 (% of imports),France,5
Seychelles,2015,Major trading partner 3 (% of imports),France,7.9
Seychelles,2020,Major trading partner 3 (% of imports),France,7.9
Sierra Leone,2010,Major trading partner 1 (% of exports),China,3
Sierra Leone,2015,Major trading partner 1 (% of exports),China,1.2
Sierra Leone,2020,Major trading partner 1 (% of exports),China,18.3
Sierra Leone,2010,Major trading partner 1 (% of imports),China,12.1
Sierra Leone,2015,Major trading partner 1 (% of imports),China,11.5
Sierra Leone,2020,Major trading partner 1 (% of imports),China,20.1
Sierra Leone,2010,Major trading partner 2 (% of exports),Republic of Korea,1.4
Sierra Leone,2015,Major trading partner 2 (% of exports),Republic of Korea,1.8
Sierra Leone,2020,Major trading partner 2 (% of exports),Republic of Korea,14
Sierra Leone,2010,Major trading partner 2 (% of imports),United Arab Emirates,2.5
Sierra Leone,2015,Major trading partner 2 (% of imports),United Arab Emirates,12.5
Sierra Leone,2020,Major trading partner 2 (% of imports),United Arab Emirates,8.4
Sierra Leone,2010,Major trading partner 3 (% of exports),Netherlands,6.3
Sierra Leone,2015,Major trading partner 3 (% of exports),Netherlands,16.9
Sierra Leone,2020,Major trading partner 3 (% of exports),Netherlands,13.5
Sierra Leone,2010,Major trading partner 3 (% of imports),Belgium,3.2
Sierra Leone,2015,Major trading partner 3 (% of imports),Belgium,3.1
Sierra Leone,2020,Major trading partner 3 (% of imports),Belgium,7.5
Singapore,2010,Major trading partner 1 (% of exports),China,10.3
Singapore,2015,Major trading partner 1 (% of exports),China,14.4
Singapore,2020,Major trading partner 1 (% of exports),China,13.2
Singapore,2010,Major trading partner 1 (% of imports),China,10.8
Singapore,2015,Major trading partner 1 (% of imports),China,13.7
Singapore,2020,Major trading partner 1 (% of imports),China,13.7
Singapore,2010,Major trading partner 2 (% of exports),"China, Hong Kong SAR",11.7
Singapore,2015,Major trading partner 2 (% of exports),"China, Hong Kong SAR",11.5
Singapore,2020,Major trading partner 2 (% of exports),"China, Hong Kong SAR",11.4
Singapore,2010,Major trading partner 2 (% of imports),United States,11.4
Singapore,2015,Major trading partner 2 (% of imports),United States,10.9
Singapore,2020,Major trading partner 2 (% of imports),United States,12.2
Singapore,2010,Major trading partner 3 (% of exports),Malaysia,12
Singapore,2015,Major trading partner 3 (% of exports),Malaysia,10.8
Singapore,2020,Major trading partner 3 (% of exports),Malaysia,10.5
Singapore,2010,Major trading partner 3 (% of imports),Malaysia,11.6
Singapore,2015,Major trading partner 3 (% of imports),Malaysia,10.7
Singapore,2020,Major trading partner 3 (% of imports),Malaysia,11.6
Slovakia,2010,Major trading partner 1 (% of exports),Germany,19.1
Slovakia,2015,Major trading partner 1 (% of exports),Germany,22.3
Slovakia,2020,Major trading partner 1 (% of exports),Germany,22
Slovakia,2010,Major trading partner 1 (% of imports),Germany,15.8
Slovakia,2015,Major trading partner 1 (% of imports),Germany,15.8
Slovakia,2020,Major trading partner 1 (% of imports),Germany,18.4
Slovakia,2010,Major trading partner 2 (% of exports),Czechia,13.9
Slovakia,2015,Major trading partner 2 (% of exports),Czechia,12.2
Slovakia,2020,Major trading partner 2 (% of exports),Czechia,10.5
Slovakia,2010,Major trading partner 2 (% of imports),Czechia,10.1
Slovakia,2015,Major trading partner 2 (% of imports),Czechia,11.1
Slovakia,2020,Major trading partner 2 (% of imports),Czechia,9.9
Slovakia,2010,Major trading partner 3 (% of exports),Poland,7.3
Slovakia,2015,Major trading partner 3 (% of exports),Poland,8.3
Slovakia,2020,Major trading partner 3 (% of exports),Poland,7.9
Slovakia,2010,Major trading partner 3 (% of imports),"Other Europe, nes",14.1
Slovakia,2015,Major trading partner 3 (% of imports),"Other Europe, nes",8.7
Slovakia,2020,Major trading partner 3 (% of imports),"Other Europe, nes",9
Slovenia,2010,Major trading partner 1 (% of exports),Germany,19.6
Slovenia,2015,Major trading partner 1 (% of exports),Germany,20.8
Slovenia,2020,Major trading partner 1 (% of exports),Germany,18
Slovenia,2010,Major trading partner 1 (% of imports),Germany,16.1
Slovenia,2015,Major trading partner 1 (% of imports),Germany,17.3
Slovenia,2020,Major trading partner 1 (% of imports),Germany,14.1
Slovenia,2010,Major trading partner 2 (% of exports),Switzerland,1.1
Slovenia,2015,Major trading partner 2 (% of exports),Switzerland,1.7
Slovenia,2020,Major trading partner 2 (% of exports),Switzerland,12.1
Slovenia,2010,Major trading partner 2 (% of imports),Switzerland,1.9
Slovenia,2015,Major trading partner 2 (% of imports),Switzerland,1.9
Slovenia,2020,Major trading partner 2 (% of imports),Switzerland,12.7
Slovenia,2010,Major trading partner 3 (% of exports),Italy,12.1
Slovenia,2015,Major trading partner 3 (% of exports),Italy,11.3
Slovenia,2020,Major trading partner 3 (% of exports),Italy,9.3
Slovenia,2010,Major trading partner 3 (% of imports),Italy,15.7
Slovenia,2015,Major trading partner 3 (% of imports),Italy,14.7
Slovenia,2020,Major trading partner 3 (% of imports),Italy,10.8
Solomon Islands,2010,Major trading partner 1 (% of exports),China,49.1
Solomon Islands,2015,Major trading partner 1 (% of exports),China,58
Solomon Islands,2020,Major trading partner 1 (% of exports),China,66.8
Solomon Islands,2010,Major trading partner 1 (% of imports),Australia,32.4
Solomon Islands,2015,Major trading partner 1 (% of imports),Australia,28.9
Solomon Islands,2020,Major trading partner 1 (% of imports),Australia,18.2
Solomon Islands,2010,Major trading partner 2 (% of exports),Italy,3.1
Solomon Islands,2015,Major trading partner 2 (% of exports),Italy,6.9
Solomon Islands,2020,Major trading partner 2 (% of exports),Italy,7.2
Solomon Islands,2010,Major trading partner 2 (% of imports),Singapore,24.1
Solomon Islands,2015,Major trading partner 2 (% of imports),Singapore,17.1
Solomon Islands,2020,Major trading partner 2 (% of imports),Singapore,16.3
Solomon Islands,2010,Major trading partner 3 (% of exports),India,0
Solomon Islands,2015,Major trading partner 3 (% of exports),India,7.2
Solomon Islands,2020,Major trading partner 3 (% of exports),India,5.1
Solomon Islands,2010,Major trading partner 3 (% of imports),China,12.9
Solomon Islands,2015,Major trading partner 3 (% of imports),China,10.5
Solomon Islands,2020,Major trading partner 3 (% of imports),China,14.9
Somalia,2010,Major trading partner 1 (% of exports),United Arab Emirates,21.4
Somalia,2015,Major trading partner 1 (% of exports),United Arab Emirates,17.6
Somalia,2020,Major trading partner 1 (% of exports),United Arab Emirates,33.4
Somalia,2010,Major trading partner 1 (% of imports),United Arab Emirates,22.8
Somalia,2015,Major trading partner 1 (% of imports),United Arab Emirates,24.5
Somalia,2020,Major trading partner 1 (% of imports),United Arab Emirates,27.9
Somalia,2010,Major trading partner 2 (% of exports),Oman,19
Somalia,2015,Major trading partner 2 (% of exports),Oman,20.6
Somalia,2020,Major trading partner 2 (% of exports),Oman,25
Somalia,2010,Major trading partner 2 (% of imports),China,5.7
Somalia,2015,Major trading partner 2 (% of imports),China,13.4
Somalia,2020,Major trading partner 2 (% of imports),China,22.3
Somalia,2010,Major trading partner 3 (% of exports),Saudi Arabia,35.7
Somalia,2015,Major trading partner 3 (% of exports),Saudi Arabia,45.9
Somalia,2020,Major trading partner 3 (% of exports),Saudi Arabia,15.9
Somalia,2010,Major trading partner 3 (% of imports),India,5.6
Somalia,2015,Major trading partner 3 (% of imports),India,18.8
Somalia,2020,Major trading partner 3 (% of imports),India,13.6
South Africa,2010,Major trading partner 1 (% of exports),China,9.9
South Africa,2015,Major trading partner 1 (% of exports),China,12.7
South Africa,2020,Major trading partner 1 (% of exports),China,11.5
South Africa,2010,Major trading partner 1 (% of imports),China,13.8
South Africa,2015,Major trading partner 1 (% of imports),China,18.3
South Africa,2020,Major trading partner 1 (% of imports),China,20.8
South Africa,2010,Major trading partner 2 (% of exports),United States,8.7
South Africa,2015,Major trading partner 2 (% of exports),United States,7.7
South Africa,2020,Major trading partner 2 (% of exports),United States,8.4
South Africa,2010,Major trading partner 2 (% of imports),Germany,10.9
South Africa,2015,Major trading partner 2 (% of imports),Germany,11.3
South Africa,2020,Major trading partner 2 (% of imports),Germany,9.1
South Africa,2010,Major trading partner 3 (% of exports),Areas nes,0.3
South Africa,2015,Major trading partner 3 (% of exports),Areas nes,0.4
South Africa,2020,Major trading partner 3 (% of exports),Areas nes,8.1
South Africa,2010,Major trading partner 3 (% of imports),United States,7.2
South Africa,2015,Major trading partner 3 (% of imports),United States,7
South Africa,2020,Major trading partner 3 (% of imports),United States,6.4
South Sudan,2015,Major trading partner 1 (% of exports),China,99.7
South Sudan,2020,Major trading partner 1 (% of exports),China,79.1
South Sudan,2015,Major trading partner 1 (% of imports),Uganda,29.9
South Sudan,2020,Major trading partner 1 (% of imports),Uganda,30.2
South Sudan,2015,Major trading partner 2 (% of exports),Uganda,0
South Sudan,2020,Major trading partner 2 (% of exports),Uganda,10.1
South Sudan,2015,Major trading partner 2 (% of imports),United Arab Emirates,0.1
South Sudan,2020,Major trading partner 2 (% of imports),United Arab Emirates,20.3
South Sudan,2020,Major trading partner 3 (% of exports),United Arab Emirates,7.4
South Sudan,2015,Major trading partner 3 (% of imports),Kenya,20
South Sudan,2020,Major trading partner 3 (% of imports),Kenya,18.3
Spain,2010,Major trading partner 1 (% of exports),France,18.2
Spain,2015,Major trading partner 1 (% of exports),France,15.4
Spain,2020,Major trading partner 1 (% of exports),France,15.4
Spain,2010,Major trading partner 1 (% of imports),Germany,11.7
Spain,2015,Major trading partner 1 (% of imports),Germany,13.1
Spain,2020,Major trading partner 1 (% of imports),Germany,11.8
Spain,2010,Major trading partner 2 (% of exports),Germany,11
Spain,2015,Major trading partner 2 (% of exports),Germany,12
Spain,2020,Major trading partner 2 (% of exports),Germany,10.8
Spain,2010,Major trading partner 2 (% of imports),China,7.9
Spain,2015,Major trading partner 2 (% of imports),China,8.6
Spain,2020,Major trading partner 2 (% of imports),China,10.2
Spain,2010,Major trading partner 3 (% of exports),Italy,9
Spain,2015,Major trading partner 3 (% of exports),Italy,7.7
Spain,2020,Major trading partner 3 (% of exports),Italy,7.5
Spain,2010,Major trading partner 3 (% of imports),France,10.7
Spain,2015,Major trading partner 3 (% of imports),France,10.9
Spain,2020,Major trading partner 3 (% of imports),France,9.9
Sri Lanka,2010,Major trading partner 1 (% of exports),United States,21.9
Sri Lanka,2015,Major trading partner 1 (% of exports),United States,26.8
Sri Lanka,2020,Major trading partner 1 (% of exports),United States,24.8
Sri Lanka,2010,Major trading partner 1 (% of imports),China,10
Sri Lanka,2015,Major trading partner 1 (% of imports),China,19.7
Sri Lanka,2020,Major trading partner 1 (% of imports),China,22.9
Sri Lanka,2010,Major trading partner 2 (% of exports),United Kingdom,12.4
Sri Lanka,2015,Major trading partner 2 (% of exports),United Kingdom,9.8
Sri Lanka,2020,Major trading partner 2 (% of exports),United Kingdom,8.9
Sri Lanka,2010,Major trading partner 2 (% of imports),India,20.6
Sri Lanka,2015,Major trading partner 2 (% of imports),India,22.5
